Accession	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6	Sample7	Sample8	Sample9	Sample10	Sample11	Sample12
MIMAT0027658	0.9898566	0.437969	0.7807068	1.345235	1.340744	0.8057899	1.412046	0.6080372	0.252962	0.8599415	1.181265	1.726338
MIMAT0027659	0.581715	0.9124139	0.3376072	1.242284	0.9391679	0.3815056	0.9345019	0.9437745	0.5716935	0.6772643	0.4747278	0.6921264
MIMAT0027660	1.025149	0.329989	0.8322203	1.413229	1.237445	0.4072751	1.099952	0.808212	0.3697438	0.2646754	1.069061	0.6284724
MIMAT0027661	0.974409	0.7094055	0.9616443	1.715318	1.96142	0.8872809	1.037112	0.5363337	1.015714	1.011209	0.8167671	1.04004
MIMAT0027662	0.05275425	0.1161176	0.3591965	0.5457235	0.6815357	0.62556	0.7093588	0.41409	0.2320356	0.2984405	-0.05272955	0.4544227
MIMAT0027663	0.6371853	0.7973423	0.5403204	0.6109622	1.457441	0.7958025	0.630856	0.1386001	0.4872252	1.111262	0.6163914	0.3855652
MIMAT0027664	0.4694704	0.6025786	0.7302324	0.7141879	0.8287402	0.8872809	0.7896108	0.3925007	0.6922643	0.9140112	0.7521561	0.630798
MIMAT0027665	0.6199713	0.9124139	0.8617911	1.34688	1.17223	0.8348567	1.188093	0.348233	0.8244489	0.5729871	0.761603	0.7610216
MIMAT0027666	0.6199713	0.6025786	0.9028655	0.3499242	1.171392	0.3998431	0.8362697	0.4009292	0.5964557	0.532656	0.7971753	1.45886
MIMAT0027667	0.3879685	0.4611168	0.4238586	1.540886	0.9344207	0.4904663	0.8619969	0.3048329	0.4276343	0.4478092	0.5757807	0.5960039
MIMAT0027668	0.4049201	0.3810565	0.5070813	1.399305	0.648046	0.7485881	0.9055883	0.4904932	0.8420048	0.4407423	0.4889542	1.270998
MIMAT0027669	0.3016407	0.628394	0.8292565	1.42512	1.248493	0.5025992	1.715311	0.3925007	0.2681057	0.6347791	0.5868284	0.701642
MIMAT0027670	0.5317235	0.6199734	0.9354686	1.399305	1.541353	0.3696178	0.8912672	0.2678316	1.122114	0.6355416	0.6361548	0.856634
MIMAT0027671	0.2647792	0.1180405	0.1636219	1.196077	0.6821471	0.2790689	0.7396034	0.076399	0.3043779	0.5748716	0.005956084	0.2767277
MIMAT0027672	0.5668558	0.1592841	0.491946	0.7634082	0.811008	0.5170292	0.845012	0.3772054	1.035108	0.8608958	0.5757807	1.031291
MIMAT0027673	1.137901	0.8213032	0.4497635	0.886821	1.488799	0.8271605	0.6285661	0.6047093	1.061229	0.697718	0.5685517	0.6994063
MIMAT0027674	0.6224684	0.3124002	0.6116748	-0.2272406	0.9369178	0.636758	0.7132803	0.4181705	0.804176	0.6127924	0.6014506	0.6703215
MIMAT0027675	0.2593108	0.9271162	0.9437572	0.9255843	0.9751295	0.9260442	0.3601569	0.2130692	0.5621332	0.5774105	0.7827449	0.7726152
MIMAT0027676	0.8281823	0.6595687	0.7566388	1.247505	0.807096	0.9777645	0.5534867	0.3699628	0.5755391	0.7622117	0.6988568	0.7986552
MIMAT0027677	0.5390775	0.5240778	0.3376071	0.2714235	0.85592	0.5900934	0.4558207	0.4287058	0.3891174	0.7250607	0.6337295	0.5807744
MIMAT0027678	0.9543425	0.123745	0.8563539	0.886821	1.003225	0.634261	0.5886775	0.1533719	0.7779374	0.2606299	0.6826476	0.5942009
MIMAT0027679	0.6162556	0.5988629	0.6054621	1.557697	1.349735	0.422581	0.8309786	0.3925007	1.340166	1.26897	0.5212688	0.2595756
MIMAT0027680	0.2902918	0.5873044	0.9636913	0.4612785	0.7594002	0.3995419	0.2313144	0.4533266	0.7647396	0.5804362	0.5757807	0.8019486
MIMAT0027681	0.3235065	1.053612	0.834182	1.399305	0.7795343	0.9661902	0.8526605	0.2753298	0.4570397	1.246233	0.1851352	0.8512625
MIMAT0027682	1.977717	0.606038	0.3376071	0.8868209	1.459065	0.634261	0.7690737	0.3959601	0.1716899	0.5383633	0.7539379	0.9448818
MIMAT0027683	0.5302687	0.345258	0.3668	0.9062828	0.6675079	0.3998431	0.4850135	0.2074575	0.8536417	0.943204	0.1115969	0.4836155
MIMAT0027684	0.5800568	0.3160651	0.6091778	0.8868209	0.7442102	0.399843	0.7852997	0.4328959	0.5600473	0.5987089	0.5757807	0.5400089
MIMAT0027685	0.8577331	1.104598	1.048236	1.385527	1.671812	1.009845	1.061369	0.7680846	1.653971	1.046077	0.8232167	1.330259
MIMAT0027686	1.053064	0.8430032	0.6154486	0.8174102	0.9344208	0.4064977	0.6303027	0.3274288	1.008239	0.598709	0.820298	0.6634802
MIMAT0027687	0.9244295	1.198383	1.023283	1.964632	1.269885	0.1842327	1.194076	0.5288711	0.338611	0.2571619	0.3038684	0.6012256
MIMAT0027688	0.9767756	0.5061198	0.7992325	1.053986	1.552905	0.5898978	1.461709	0.2114433	0.8010123	0.8949051	0.7658354	0.6444773
MIMAT0027689	0.7417656	0.66067	0.3970935	1.422038	0.648046	0.6569948	0.5759192	0.4152345	0.9196963	0.598709	0.175196	0.6905944
MIMAT0027690	0.3400223	0.2843758	0.9522947	1.804928	0.827565	0.3810172	0.9514722	0.1097978	0.2814648	0.5589002	1.037372	2.225278
MIMAT0027691	0.6041387	0.761533	0.2758319	1.399305	0.9185881	0.4054624	0.6105077	0.3766681	0.6436703	0.2628626	0.5509962	0.628819
MIMAT0028109	0.974409	0.6025785	0.3151137	0.6305725	1.156637	0.3296833	0.6189055	0.2880119	0.5126839	0.4112267	0.2745455	0.3860166
MIMAT0028110	0.2631568	0.6256126	0.3376072	2.147032	0.8687672	0.634261	0.9065812	0.5651535	0.6683624	0.3071415	0.4620095	0.5345078
MIMAT0028111	0.4983352	0.7314166	0.8464787	0.2983559	0.9344207	0.5287588	0.5758405	0.5213387	0.5765617	0.3861591	0.5242125	0.5832607
MIMAT0028112	0.09548771	0.1676214	0.2034111	0.8936595	0.7607268	0.2393382	0.5088214	0.2074576	0.3833376	0.1745901	0.2054629	0.6909987
MIMAT0028113	5.098612	1.59445	2.369949	3.103594	3.390486	0.07424235	2.829058	1.03903	0.991745	3.737517	3.21401	3.388225
MIMAT0028114	1.025921	1.010014	1.26545	1.934217	1.383433	0.5036946	1.054957	0.9041414	0.6784617	0.4030708	0.9116271	1.585081
MIMAT0028115	0.09577632	0.4034815	0.6965941	0.99102	0.4868935	0.30732	0.5600197	0.05491155	0.09731054	0.2611198	0.4666597	0.8357608
MIMAT0028116	0.62348	0.2740406	0.3809501	1.634522	0.6060215	0.1842327	0.6997133	0.1699198	0.5158889	0.9140112	0.5337562	0.8757251
MIMAT0028117	0.9918813	0.3160652	0.6679685	0.9456116	1.458185	0.5822564	1.299307	0.2662482	0.4638843	0.8232768	0.8796785	1.405226
MIMAT0028118	0.5082467	0.7562767	0.9028655	1.604473	0.7893619	0.7755769	1.179897	0.5925897	0.824449	0.4484574	0.8140272	1.086198
MIMAT0028119	0.3580987	0.3791816	0.7638513	0.7340075	0.7816073	0.5567406	0.5811488	0.3695182	0.598557	0.598709	0.5249701	0.9218993
MIMAT0028120	1.116954	0.912414	0.5038142	1.399305	1.01284	1.323122	0.8701595	0.6723791	0.380056	0.7781783	0.8444558	1.0998
MIMAT0028121	0.4738287	0.5851542	0.2978748	0.5595613	0.8564006	0.6081977	1.025413	0.5187605	0.865361	0.5810366	0.3962654	0.9272095
MIMAT0028122	0.2919579	0.5344797	0.6765412	1.595285	0.9094318	0.5592675	0.6185273	0.2117217	-0.09597796	0.7866806	0.9147148	0.3468778
MIMAT0028123	0.3981891	0.5087874	0.2822424	0.5426464	0.5601662	0.5925653	1.018734	0.6354328	0.3168259	0.1354241	0.4040635	1.043233
MIMAT0028124	0.6199713	0.475105	0.9028655	1.153979	1.370437	0.5328351	0.966871	0.7255817	0.8604508	0.731701	0.8140272	1.174547
MIMAT0028125	1.593766	0.5530827	1.768492	0.8613564	1.54892	0.4364402	0.9622439	0.2074574	0.4670854	0.8509165	1.066235	0.9194173
MIMAT0028126	0.9297411	1.828518	1.489204	1.709074	2.16708	1.156915	0.9622438	1.311153	1.090124	1.521122	1.006846	1.420786
MIMAT0028211	0.5941541	0.4500695	0.4201193	0.8135899	0.7820503	0.6567568	0.2169672	0.4643711	0.5358617	0.2985466	0.5025496	0.6520827
MIMAT0028212	0.4462781	0.6025786	0.6091778	0.6944882	0.648046	0.5287966	0.9050617	0.5520214	0.6715739	0.5124898	0.3106301	0.9335151
MIMAT0028213	0.6199714	0.2256168	0.779854	1.453086	0.6480461	0.5705193	0.5889806	0.04916602	0.4673175	0.3864275	0.3231384	0.8989205
MIMAT0028214	0.5882196	1.058763	0.8303376	1.654382	1.26644	1.03363	0.8309786	0.6475781	1.025533	0.2967103	1.21541	1.142423
MIMAT0028215	0.5863554	0.4005538	0.7213839	0.4621303	0.4481581	-0.08240137	0.4558207	0.1209976	0.336866	0.598709	0.3553534	0.5326001
MIMAT0028216	0.4461697	0.7456043	0.6867592	1.029847	0.7606191	0.2260414	1.048865	0.4774503	0.966819	0.7410791	0.3152181	0.8329644
MIMAT0028217	0.2414355	-0.1814123	0.3684033	0.6593747	1.115189	0.6598346	0.880482	0.2011913	0.1828781	0.1642631	0.5493466	0.8235521
MIMAT0028218	0.8063697	1.425714	0.7545965	1.745561	1.38029	0.849309	0.8551828	0.9388455	1.338738	1.139171	0.9068303	1.33373
MIMAT0028219	0.6797091	0.5841046	0.3376072	1.558587	0.9338203	0.5591253	0.8589957	0.1889835	0.4974149	0.5506634	0.6760429	0.4544227
MIMAT0028220	0.3285003	0.3539724	0.1274274	0.6161379	0.6993921	0.4377503	0.6697373	-0.06322554	0.7080287	0.4861053	0.01741222	0.2068616
MIMAT0028221	0.3420686	0.3504714	0.4689445	0.7887102	0.8625263	0.5347239	0.5818056	0.4707331	0.9355341	0.3921242	0.3165574	0.4384872
MIMAT0028222	0.5061216	0.5275126	0.5341117	0.7729713	0.5341963	0.6344409	0.4582851	0.5487558	0.4666333	0.5236429	0.4149609	0.2996431
MIMAT0028223	0.3918234	0.6176731	0.2287022	0.6744193	0.787228	0.4071581	0.5950028	0.175691	0.3332659	0.3222359	0.363379	0.2420209
MIMAT0028224	0.2905931	0.5251643	0.5983416	0.68782	0.7354198	0.6038912	0.6649198	0.3092	0.5158889	0.6306215	0.8031909	1.015949
MIMAT0028225	0.3426301	0.5873758	0.6604757	0.8716182	0.648046	0.6888125	0.653254	0.2594945	0.6756074	0.4002405	0.5757807	0.6753916
MIMAT0028226	0.6169329	0.5995401	0.5894489	1.707547	0.92781	0.4725385	0.9880193	0.06206799	0.3704993	0.5920981	0.6436592	0.9448819
MIMAT0028227	0.1491793	0.6078323	0.2783894	1.836617	0.4139136	0.557445	0.6997134	0.05060583	0.6880049	0.2305295	0.5810344	0.6313766
MIMAT0028232	0.280358	1.561828	1.036703	1.543887	0.81022	0.4140803	0.7013347	0.4394575	0.8596094	0.8307089	1.241553	1.21495
MIMAT0028233	0.4230968	0.2339445	0.4652593	1.212842	0.3826945	0.5089188	0.5160283	0.5715047	0.3645393	0.4861454	0.5343573	0.7377036
MIMAT0028228	0.5406346	0.5661067	0.3376073	0.3499243	0.6066155	0.412219	0.6997135	0.2074576	0.515889	0.5351279	0.5833398	1.141371
MIMAT0028229	0.6714076	0.4346646	0.3890435	0.4013605	0.6771269	0.5184425	0.5072569	0.3352959	0.5158889	0.09306914	-0.03393394	0.4843866
MIMAT0028230	0.6734145	0.3778024	0.662621	0.6214039	0.4343194	0.1344261	0.7513383	0.2609007	0.2854788	0.7149487	0.8757644	0.7523316
MIMAT0028231	0.3999943	0.4481825	-0.00533855	0.4593254	0.637759	0.2401626	0.6048547	0.01060721	0.1771598	0.2522656	0.4647546	0.7465243
MIMAT0028234	0.6991059	0.5638548	0.5853968	1.290512	1.128653	0.7540866	0.479104	0.1406953	0.8069062	0.4501457	0.4002518	0.3456302
MIMAT0028235	0.2085549	-0.08884364	0.5234635	0.6930174	0.7166502	0.5060329	0.8059032	0.2131877	0.5844932	0.01858908	0.4615432	0.7605567
MIMAT0029310	0.6199713	0.4782925	0.6091778	0.2837927	0.648046	0.3998431	0.6204847	0.3925007	0.8244489	0.644375	0.9762545	0.8787503
MIMAT0029782	0.8069741	0.7060665	1.551315	1.23187	1.043411	0.5897713	1.065732	1.906834	0.85483	0.2735705	1.083843	1.513347
MIMAT0030017	1.261197	0.2776957	0.8028994	0.8064591	1.114044	0.5794668	0.6785758	0.7278501	0.744087	0.981294	0.7985358	0.6771778
MIMAT0030018	0.2685326	0.5266125	0.3825115	1.43724	0.4275987	0.26351	0.6997135	0.1314914	0.4399228	0.5840967	0.1973665	0.2563102
MIMAT0030019	7.953057	4.20128	5.408603	6.181079	6.245665	2.856229	6.267356	4.49614	4.243315	6.518269	6.560278	6.954262
MIMAT0030020	0.6676112	0.6414989	0.5747303	1.074938	0.6635057	0.4169201	0.6913288	0.3998221	0.2880879	0.9753175	0.1987536	0.6905944
MIMAT0030021	0.5893345	0.2587676	0.5414342	1.370618	2.055891	0.3880597	1.160823	0.3638145	0.1780502	0.6787773	0.3510418	0.5925108
MIMAT0030411	0.4147851	0.4765894	0.4039916	0.5104485	1.040721	0.1842327	0.6360758	0.1913412	0.08052379	0.1682289	0.4127787	0.390785
MIMAT0030412	0.3700344	0.6820199	0.2842814	0.886821	0.7274873	0.419358	0.9919687	0.3058557	0.5953302	0.3865828	0.4891307	1.024323
MIMAT0030413	0.8772132	1.792546	1.039381	2.423048	2.046864	1.064464	1.392447	0.9479715	1.391826	1.053771	1.26972	0.6905943
MIMAT0030414	4.867282	0.3213707	0.2422049	1.100732	0.7620462	0.634261	0.5379141	0.3838822	0.1269079	0.8746661	0.4284193	0.9531548
MIMAT0030415	0.6989727	0.133942	0.5513518	0.4653352	0.59022	0.4788445	1.041245	0.1519201	0.4580629	0.1261527	0.5757807	0.6327684
MIMAT0030416	0.5042371	0.4734719	0.4167624	1.26486	0.8054528	0.634261	0.8571202	0.2074575	0.496532	0.4438393	0.3098689	0.2874038
MIMAT0030417	0.8096725	0.3160652	0.7315416	0.8779641	0.7630969	0.1324373	0.5654194	0.2055348	0.2765568	0.4167401	0.293111	0.4306477
MIMAT0030418	0.5367513	0.4544187	0.5126347	0.3941743	0.7863995	0.6837953	1.667189	0.2959576	0.1488156	0.2105983	0.4792376	0.6905944
MIMAT0030419	0.08552128	0.7384104	0.3780913	0.9273051	1.343848	0.4407702	0.9622439	0.2738326	0.655369	0.6184881	0.8545113	0.964661
MIMAT0030420	0.4685804	0.8430315	0.5060342	0.6486759	1.927184	0.36222	1.832156	0.5609277	0.7443385	0.9020298	1.372382	0.4859185
MIMAT0030421	0.2981051	0.4144546	0.3376072	0.4483137	0.3902065	0.4946133	0.4558207	-0.004156888	0.6142784	0.08373258	0.1945618	1.181488
MIMAT0030422	1.313308	0.5562776	0.5778196	1.633878	1.471538	0.6060099	0.4623445	0.1792064	0.02860874	0.598709	0.6875672	1.221474
MIMAT0030423	0.2905931	0.08380751	0.3769202	-0.3867685	0.7055082	0.634261	0.6997134	0.2074575	0.2894978	0.09909514	0.2099244	0.9448819
MIMAT0030424	0.6012173	0.3203955	0.5904237	0.8019439	1.218924	0.6292284	0.6852059	0.1887034	0.515889	0.5365267	0.4180858	0.8604952
MIMAT0030425	0.3347237	0.5345408	0.1336508	1.133835	1.156687	0.5617583	0.6316757	0.1007562	0.4433863	0.5306712	1.036294	1.004723
MIMAT0030426	0.5461997	0.2945067	0.5923094	0.3951858	0.4152148	0.3829747	0.6997134	0.1643803	0.8569693	0.3071415	0.8287575	0.6905944
MIMAT0030427	0.4995431	1.032785	1.297825	1.923791	1.548919	1.156915	1.088517	0.2074574	0.6217508	0.8579109	2.281725	1.49596
MIMAT0030428	0.5800129	0.5628212	0.5694205	1.424294	0.6480461	0.4185897	1.240517	0.4174897	0.1985514	0.5587505	0.5796816	0.2618267
MIMAT0030429	0.785964	0.3568191	0.3013511	1.599452	0.7797505	0.2451728	0.6387733	0.3725013	0.3970793	0.5642661	0.5383059	0.3396113
MIMAT0030430	0.6412439	1.389204	0.4023018	1.587454	0.9344208	0.3998431	1.099732	0.9502676	1.012599	0.748597	0.8105623	2.322427
MIMAT0030431	0.294884	0.5895184	0.5345114	0.5481817	0.648046	0.3998431	1.003916	0.2074575	0.2320356	0.4773185	0.4780715	0.6948853
MIMAT0031175	0.3952087	0.5402425	0.3533223	0.902536	0.8652738	0.9029961	1.256232	0.5868478	0.7555711	0.2265376	0.5914959	0.7201192
MIMAT0031176	0.7805063	0.3160652	0.7935731	1.416252	1.014395	0.4380964	0.8201517	0.65049	0.4900249	0.8534034	1.069061	1.21495
MIMAT0031177	0.5552312	0.3822416	0.9012611	0.9135782	0.8765801	0.963497	0.5892315	0.40712	0.3625799	1.125779	0.567121	0.9595011
MIMAT0031178	0.9744091	0.2731991	0.4022523	0.3499242	1.521433	0.2488777	1.026889	0.3497214	0.4731095	0.2339155	0.7940392	0.9021025
MIMAT0031179	0.08458883	0.6126068	0.3376072	0.3599524	0.3726663	0.2486646	0.4937092	0.3185867	0.4429347	0.4626088	0.2635913	0.6176401
MIMAT0031180	0.4060752	0.689279	0.713052	2.189035	0.7992577	0.4826036	0.8290346	0.6008424	0.347437	0.6825862	0.527907	0.5066943
MIMAT0031181	0.4849787	0.6025786	0.4108215	1.200948	0.4506637	0.1534674	0.4558207	0.2074575	0.3175326	0.3903542	0.5676515	0.335669
MIMAT0030979	0.974409	0.7296029	1.350631	0.4699019	1.132	0.8342631	0.1613119	0.4074596	0.715891	0.5071435	0.7757828	0.2371465
MIMAT0030980	0.4321282	0.7441137	0.6365895	0.2316769	0.7492596	0.8872809	0.5814661	0.2303143	0.3735707	0.4365225	0.4135943	0.8321295
MIMAT0030981	0.5743941	0.620422	0.8260235	1.759775	1.048609	0.1895028	0.689823	0.3826104	0.8145586	0.9192814	0.345463	1.169373
MIMAT0030982	-0.08640823	0.8461038	0.2798538	1.524581	1.011495	0.1768883	1.08752	0.2472701	0.3887098	0.4974751	0.3805527	0.874734
MIMAT0030983	0.00649792	0.1903169	0.2256665	0.3142631	0.3470333	0.3169882	0.4558207	0.1718853	0.6395169	0.4425178	0.1704214	0.5897989
MIMAT0030984	0.1193578	0.228626	0.5126753	0.2034455	0.8379182	0.1143352	0.7330266	0.2815581	0.3598161	0.1157336	0.2802427	0.6185954
MIMAT0030985	0.3532354	0.405242	0.1521625	1.17891	0.648046	0.2540244	0.518463	0.2509821	0.2423331	0.3783143	0.6384231	0.2471352
MIMAT0030986	0.2051839	0.5449386	0.5839028	-0.1545107	1.179745	0.1265927	0.4558207	0.3348608	0.766809	0.8770581	0.8839493	0.5757074
MIMAT0030987	0.328049	0.6189346	0.6466338	0.903177	0.9344207	0.1842326	0.4394646	0.07396498	0.2483916	1.103773	0.3717094	0.7280504
MIMAT0030988	0.5904161	0.5315284	0.8419234	0.3499243	0.8684067	0.2163514	0.9236935	0.2692546	0.7833011	0.5609366	0.4070353	0.9063315
MIMAT0030989	0.0404582	0.4191864	0.6548073	0.7034288	0.7510286	0.499193	0.4558207	0.2091086	0.2888519	0.4064914	-0.02691334	0.7474107
MIMAT0030990	0.5650578	0.5476651	0.4758584	1.344391	1.182532	0.2469069	0.8379646	0.4396535	0.4767906	0.3581746	0.4972985	0.5926738
MIMAT0030991	0.4069851	-0.09855947	0.340977	0.765332	0.6207612	0.4822118	1.115121	0.2938977	0.3144042	-0.1160199	0.05249408	0.5167332
MIMAT0030992	0.5963309	0.621803	0.6088926	1.705042	0.8822671	0.7196016	0.8219461	0.7070302	1.152054	1.331573	0.5688795	0.8412917
MIMAT0030993	0.3439787	0.3890408	0.5433793	0.5273348	0.9238687	0.4830561	0.4945201	0.03650898	0.2214835	0.3404564	0.428329	0.8554642
MIMAT0030994	0.6199713	0.3160652	0.3376072	1.821559	0.8166056	0.5945185	0.2899191	0.008085549	0.7802305	1.04686	0.3553534	0.4544227
MIMAT0030995	0.7604563	1.025363	0.3382002	0.3085673	1.183101	0.6485231	0.5015779	0.1952606	0.5173199	0.3071414	0.6040334	0.4924589
MIMAT0030996	6.997666	2.788327	4.412301	5.334769	5.620111	1.990104	5.621243	3.743486	3.180982	5.459952	5.632462	5.605347
MIMAT0030997	0.6367517	0.1896613	0.482774	0.886821	1.087018	0.5078571	0.83584	0.3925007	0.5158889	0.4723051	0.10922	0.2368377
MIMAT0030998	0.8670851	0.3160652	0.5033319	0.5693249	0.8288796	0.3014425	1.133193	0.3125061	0.1550567	0.7411577	1.009797	1.178464
MIMAT0030999	5.134456	2.684556	3.052007	4.024263	4.341228	1.640813	4.332721	2.045582	1.699997	4.023886	3.976532	4.747731
MIMAT0031000	1.11439	0.635307	0.3376072	1.026802	0.6573138	0.5069305	0.3116948	0.1168894	0.6472836	0.4568809	0.6561612	0.7207196
MIMAT0031001	0.3089864	0.9308072	1.551836	2.181872	0.9528141	0.4325624	0.6477453	0.4008162	0.3020138	0.5678838	1.413397	1.798801
MIMAT0031002	7.166048	7.171487	10.46152	7.929534	7.08641	6.161058	7.645341	7.375143	6.859168	6.777364	7.932645	8.219044
MIMAT0031003	0.8465638	0.7240639	0.4704801	0.5399319	1.237445	0.7485832	0.8211987	0.2265167	0.4220432	0.7201942	0.2739474	0.8170366
MIMAT0031004	0.6199713	1.239316	0.5137967	1.066894	0.648046	0.3604222	0.7596475	0.3925008	0.3017352	0.9837108	0.531543	0.3065373
MIMAT0031005	0.6199713	0.217248	0.4166923	0.5122316	1.128398	0.34654	0.6181281	0.3925008	-0.02577686	0.4896617	0.2463061	1.177307
MIMAT0031006	0.4179698	0.4502031	0.4071763	1.533443	0.5168324	0.1381982	0.7772613	-0.05418739	0.05177104	0.4252381	0.4023099	0.4289495
MIMAT0031007	0.6965666	0.4472908	0.625023	1.244017	0.6958758	0.3564186	1.010074	0.6542835	0.5637187	0.5974906	0.5757807	0.937108
MIMAT0031008	0.5382265	0.1050981	0.8694204	1.210261	0.661389	0.1975756	0.7512768	0.2841425	0.08670923	0.3772663	0.3553534	0.7815677
MIMAT0031009	0.6199713	0.4541246	0.486886	0.7406595	1.018084	0.4148997	0.7428825	0.3455169	0.5158889	0.1796924	0.4296193	0.5119377
MIMAT0031010	0.2780717	0.5571995	0.6699938	0.886821	0.9124312	0.634261	0.7293721	0.1905113	0.5158889	0.02911156	0.3979023	0.2825845
MIMAT0031011	4.228371	2.708562	6.925965	2.6927	4.314287	4.019794	1.545915	3.967297	2.963034	4.7382	6.552117	4.827334
MIMAT0031012	0.8938299	0.05494058	0.6323507	0.47253	0.7209353	0.6180451	1.08485	0.2306303	0.5390618	0.9140112	0.8140272	1.434436
MIMAT0031013	0.4285395	0.2028621	0.4855286	0.8047867	0.5542791	0.5477645	0.6059465	0.2913525	0.2320356	0.831977	0.5032748	0.6085601
MIMAT0031014	0.4608277	0.219202	0.4540943	1.03915	1.391286	0.4526272	1.082883	0.434956	0.3608054	0.7517	0.8140272	0.7872481
MIMAT0031015	0.2781911	0.2851042	0.3376072	-0.1038414	0.6170851	0.1532717	0.68783	0.3874818	0.4826688	0.2758341	0.5448198	0.4234617
MIMAT0031016	1.78237	0.398021	1.015569	0.7398889	1.163347	0.5663532	0.8825422	0.3880321	0.9041506	0.4315976	0.7586095	1.140852
MI0000060	0.7303753	0.4138723	0.6588318	1.453859	1.032228	0.4469111	1.049676	0.3770641	0.5158889	0.6965162	0.5757807	0.7376624
MI0000060	0.6199713	0.8051692	0.6792325	1.399305	0.9798461	0.4218865	1.062569	0.3925007	0.5129079	0.6990338	0.5727997	0.7360197
MI0000061	0.6691648	0.6071696	0.5892063	1.054899	0.8930391	0.5820366	0.679742	0.2234771	0.5263067	0.4824259	0.5605861	0.7758582
MI0000062	0.3448687	0.3447534	0.379333	0.6397371	1.207276	0.634261	0.9497672	0.1949809	0.5218484	0.2998408	0.5697373	0.6703724
MI0000063	0.7488011	0.6992756	0.577994	1.127304	0.9032369	0.567443	0.6963037	0.5560807	0.7563719	0.9242674	1.037877	0.6594105
MI0000063	1.096355	0.7765805	0.4733444	1.008767	0.7985873	0.7247128	0.56388	0.2566673	0.5699268	1.073556	0.5113803	0.5547609
MI0000064	0.1148021	0.6590711	0.6806132	1.399305	0.991052	0.5189713	0.7887646	0.361853	0.8745013	0.6400853	0.6882973	1.023538
MI0000065	0.7656496	0.4617434	0.5111693	1.069368	0.5877035	0.5795771	0.8187512	0.5709575	1.231863	0.5597773	0.5010316	1.074195
MI0000066	0.8232635	0.635308	0.9028654	0.9599903	0.7832752	0.5882072	1.089371	0.1982403	0.1625873	0.8930053	0.5665635	0.4544226
MI0000067	1.044862	0.8916668	0.4080604	0.9146383	0.8808002	0.375561	0.7275307	0.4439201	0.8081386	0.3307212	0.5422758	0.9726992
MI0000067	1.200321	0.8303875	0.5692161	0.886821	1.057858	0.5121928	0.8231508	0.6904418	0.7424991	0.2688042	0.6532945	0.8059036
MI0000068	0.3771769	0.4026491	0.234346	1.54627	0.5614622	0.5143224	0.5892853	0.2940414	0.6888081	0.2692018	0.5282725	0.8416206
MI0000068	0.7976804	0.5679682	0.3150137	1.364694	0.7175144	0.6600204	0.7349833	0.3925008	0.8939173	0.8914177	0.7914337	0.3063061
MI0000069	0.4809355	0.3545468	0.6618837	1.429655	1.004253	0.401069	0.4516816	0.5030914	0.8244489	0.3912198	1.07303	0.7746727
MI0000070	0.1003616	0.3218516	0.4416507	0.9901434	0.9126914	0.9913245	1.12617	0.4965443	0.3048391	0.3944014	0.3611397	0.6905944
MI0000071	0.5367954	0.5630723	0.7699219	1.624543	0.858965	0.5510851	0.6997133	0.2617477	0.7849427	0.2525519	0.3633812	0.6653417
MI0000072	0.6656536	0.4425591	0.5277075	1.026094	0.7690207	0.229915	0.645921	0.3383572	0.7544242	0.9912794	0.3220617	0.7450957
MI0000072	0.5426	0.4264725	0.5140778	0.9974844	0.7459529	0.2113752	0.6223421	0.3925008	0.7293489	0.9548645	0.3239582	0.7605406
MI0000073	0.9649606	0.4060511	0.4126503	1.630328	0.853301	0.8316308	0.7084506	0.3863007	0.5064404	1.146052	0.5757808	0.8879641
